Partenaire,Type,Marque,Modele,CodeReparation,Reparation,Tarif HT,Tarifs_TTC
Captain,Mobile,Samsung,Galaxy Note 3,D5,Caméra avant,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 3,D6,Caméra arrière,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Note 3,D2,Châssis,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Note 3,D2,Châssis,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Note 3,D34,Prise Jack,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 3,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 3,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 3,D15,Vibreur,32.50 €,39.00 €
Captain,Mobile,Samsung,Galaxy Note 3,D2,Châssis,57.50 €,69.00 €
Captain,Mobile,Samsung,Galaxy Note 3,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D1,Ecran ,191.66 €,229.99 €
Captain,Mobile,Samsung,Galaxy Note 2,D1,Ecran ,191.66 €,229.99 €
Captain,Mobile,Samsung,Galaxy Note 2,D9,Batterie,32.50 €,39.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D5,Caméra avant,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D6,Caméra arrière,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D33,Problème de charge,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D2,Châssis,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D2,Châssis,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D34,Prise Jack,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D35,Antenne Réseau,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D15,Vibreur,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D13,Micro,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D32,Lecteur carte SIM & SD,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 2,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D1,Ecran ,157.50 €,189.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D1,Ecran ,157.50 €,189.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D9,Batterie,32.50 €,39.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D5,Caméra avant,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D6,Caméra arrière,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D33,Problème de charge,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D2,Châssis,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D2,Châssis,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D34,Prise Jack,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D11,Haut parleur d'écoute,32.50 €,39.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D12,Haut Parleur Mains Libre,32.50 €,39.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D35,Antenne Réseau,32.50 €,39.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D15,Vibreur,24.17 €,29.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D13,Micro,32.50 €,39.00 €
Captain,Mobile,Samsung,Galaxy Note 1,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Mega,D1,Ecran LCD,82.50 €,99.00 €
Captain,Mobile,Samsung,Galaxy Mega,D9,Batterie,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Mega,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia S,D1,Ecran ,115.83 €,139.00 €
Captain,Mobile,Sony,Xperia S,D1,Ecran ,115.83 €,139.00 €
Captain,Mobile,Sony,Xperia S,D9,Batterie,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia S,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia S,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia S,D36,Bouton Power,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia S,D21,Bouton Volume,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia S,D6,Caméra arrière,57.50 €,69.00 €
Captain,Mobile,Sony,Xperia S,D7,Lecteur carte SIM,57.50 €,69.00 €
Captain,Mobile,Sony,Xperia S,D8,Lecteur carte SD,57.50 €,69.00 €
Captain,Mobile,Sony,Xperia S,D25,Antenne GSM,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia M,D1,Ecran ,82.50 €,99.00 €
Captain,Mobile,Sony,Xperia M,D1,Ecran ,82.50 €,99.00 €
Captain,Mobile,Sony,Xperia M,,Vitre seule ,61.67 €,74.00 €
Captain,Mobile,Sony,Xperia M,D18,Façade arrière,32.50 €,39.00 €
Captain,Mobile,Sony,Xperia M,D18,Façade arrière,32.50 €,39.00 €
Captain,Mobile,Sony,Xperia M,D6,Caméra Arrière,41.67 €,50.00 €
Captain,Mobile,Sony,Xperia Z,D1,Ecran ,115.83 €,139.00 €
Captain,Mobile,Sony,Xperia Z,D1,Ecran ,115.83 €,139.00 €
Captain,Mobile,Sony,Xperia Z,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z,,Vitre seule ,57.50 €,69.00 €
Captain,Mobile,Sony,Xperia Z,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z,D34,Prise Jack,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z,D31,Capteur de proximité,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z,D36,Bouton Power,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z,D5,Caméra avant,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z,D6,Caméra arrière,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z,D11,Haut parleur d'écoute,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z,D25,Antenne GSM,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z,D15,Vibreur,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D1,Ecran ,82.50 €,99.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D34,Prise Jack,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D31,Capteur de proximité,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D5,Caméra avant,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D6,Caméra arrière,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D11,Haut parleur d'écoute,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D36,Bouton Power,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D21,Bouton Volume,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z1 compact,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z1,D1,Ecran ,99.17 €,119.00 €
Captain,Mobile,Sony,Xperia Z1,,Vitre tactile seule,57.50 €,69.00 €
Captain,Mobile,Sony,Xperia Z1,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z1,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z1,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z1,D36,Bouton Power,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z1,D21,Bouton Volume,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z1,D22,Bouton Appareil Photo,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z1,D34,Prise Jack,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z1,D31,Capteur de proximité,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z1,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z2,D1,Ecran ,107.50 €,129.00 €
Captain,Mobile,Sony,Xperia Z2,D1,Ecran ,107.50 €,129.00 €
Captain,Mobile,Sony,Xperia Z2,D1,Ecran ,140.83 €,169.00 €
Captain,Mobile,Sony,Xperia Z2,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z2,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z2,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z2,D36,Bouton Power,57.50 €,69.00 €
Captain,Mobile,Sony,Xperia Z2,D21,Bouton Volume,57.50 €,69.00 €
Captain,Mobile,Sony,Xperia Z2,D22,Bouton Appareil Photo,78.33 €,94.00 €
Captain,Mobile,Sony,Xperia Z2,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z2,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z3 Compact,D1,Ecran ,107.50 €,129.00 €
Captain,Mobile,Sony,Xperia Z3 Compact,,Vitre ,57.50 €,69.00 €
Captain,Mobile,Sony,Xperia Z3 Compact,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z3 Compact,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z3 Compact,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z3 Compact,D36,Bouton Power,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z3 Compact,D21,Bouton Volume,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z3 Compact,D22,Bouton Appareil Photo,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z3 Compact,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z3,D1,Ecran ,107.50 €,129.00 €
Captain,Mobile,Sony,Xperia Z3,D1,Ecran ,107.50 €,129.00 €
Captain,Mobile,Sony,Xperia Z3,,Vitre ,57.50 €,69.00 €
Captain,Mobile,Sony,Xperia Z3,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z3,D18,Façade arrière,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z3,D34,Prise Jack,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z3,D36,Bouton Power,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z3,D21,Bouton Volume,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z3,D22,Bouton Appareil Photo,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z3,D5,Caméra avant,40.83 €,49.00 €
Captain,Mobile,Sony,Xperia Z3,D6,Caméra arrière,49.17 €,59.00 €
Captain,Mobile,Sony,Xperia Z3,D11,Haut parleur d'écoute,24.17 €,29.00 €
Captain,Mobile,Sony,Xperia Z3,D12,Haut Parleur Mains Libre,15.83 €,19.00 €
Captain,Mobile,Sony,Xperia Z3,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 520,D1,Ecran ,82.50 €,99.00 €
Captain,Mobile,Nokia,Lumia 520,,Vitre tactile ,57.50 €,69.00 €
Captain,Mobile,Nokia,Lumia 520,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 520,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D6,Caméra arrière,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D34,Prise Jack,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D36,Bouton power,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D24,Boutons latéraux,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 520,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 620,D1,Ecran ,115.83 €,139.00 €
Captain,Mobile,Nokia,Lumia 620,,Vitre tactile ,65.83 €,79.00 €
Captain,Mobile,Nokia,Lumia 620,D9,Batterie,32.50 €,39.00 €
Captain,Mobile,Nokia,Lumia 620,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 620,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 620,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 620,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 620,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 620,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 620,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 620,D36,Bouton power,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 620,D24,Boutons Latéraux,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 620,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 625,D1,Ecran ,82.50 €,99.00 €
Captain,Mobile,Nokia,Lumia 625,,Vitre tactile ,57.50 €,69.00 €
Captain,Mobile,Nokia,Lumia 625,D9,Batterie,32.50 €,39.00 €
Captain,Mobile,Nokia,Lumia 625,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 625,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 625,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 625,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 625,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 625,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 625,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 625,D7,Lecteur carte SIM,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 625,D36,Bouton power,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 625,D24,Boutons Latéraux,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 625,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 630 - 635,D1,Ecran ,220.83 €,265.00 €
Captain,Mobile,Nokia,Lumia 630 - 635,D9,Batterie,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 630 - 635,D18,Coque arrière ,32.50 €,39.00 €
Captain,Mobile,Nokia,Lumia 630 - 635,D18,Coque arrière ,32.50 €,39.00 €
Captain,Mobile,Nokia,Lumia 630 - 635,D18,Coque arrière ,32.50 €,39.00 €
Captain,Mobile,Nokia,Lumia 630 - 635,D18,Coque arrière ,32.50 €,39.00 €
Captain,Mobile,Nokia,Lumia 630 - 635,D18,Coque arrière ,32.50 €,39.00 €
Captain,Mobile,Nokia,Lumia 820,D1,Ecran ,132.50 €,159.00 €
Captain,Mobile,Nokia,Lumia 820,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 820,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 820,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 820,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 820,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 820,D18,Coque arrière ,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 820,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 820,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 820,D36,Bouton Power,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 820,D16,Bouton Vibreur,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 820,D21,Bouton volume,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 820,D34,Prise Jack,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 820,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 920,D1,Ecran ,82.50 €,99.00 €
Captain,Mobile,Nokia,Lumia 920,,Vitre tactile ,57.50 €,69.00 €
Captain,Mobile,Nokia,Lumia 920,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 920,D11,Haut parleur d'écoute,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 920,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 920,D18,Coque arrière ,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 920,D18,Coque arrière ,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 920,D18,Coque arrière ,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 920,D33,Problème de charge,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 920,D6,Caméra arrière,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 920,D34,Prise Jack,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 920,D36,Bouton power,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 920,D24,Boutons Latéraux,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 930,D1,Ecran ,99.17 €,119.00 €
Captain,Mobile,Nokia,Lumia 930,D9,Batterie,32.50 €,39.00 €
Captain,Mobile,Nokia,Lumia 930,D36,Bouton power,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 930,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 930,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 1020,D1,Ecran ,165.83 €,199.00 €
Captain,Mobile,Nokia,Lumia 1020,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 1020,D18,Coque arrière ,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 1020,D18,Coque arrière ,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 1020,D18,Coque arrière ,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 1020,D13,Micro,40.83 €,49.00 €
Captain,Mobile,Nokia,Lumia 1020,D33,Problème de charge,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 1020,D36,Bouton power,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 1020,D24,Boutons latéraux,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 1020,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 1520,D1,Ecran ,107.50 €,129.00 €
Captain,Mobile,Nokia,Lumia 1520,,Vitre tactile ,65.83 €,79.00 €
Captain,Mobile,Nokia,Lumia 1520,D9,Batterie,57.50 €,69.00 €
Captain,Mobile,Nokia,Lumia 1520,D13,Micro,57.50 €,69.00 €
Captain,Mobile,Nokia,Lumia 1520,D33,Problème de charge,49.17 €,59.00 €
Captain,Mobile,Nokia,Lumia 1520,D11,Haut parleur d'écoute,57.50 €,69.00 €
Captain,Mobile,Nokia,Lumia 1520,D36,Bouton power,40.83 €,49.00 €
Captain,Mobile,LG,Nexus 5,D1,Ecran ,107.50 €,129.00 €
Captain,Mobile,LG,Nexus 5,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,LG,Nexus 5,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,LG,Nexus 5,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,LG,Nexus 4,D1,Ecran ,124.17 €,149.00 €
Captain,Mobile,LG,Nexus 4,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,LG,Nexus 4,D18,Coque arrière ,65.83 €,79.00 €
Captain,Mobile,LG,Nexus 4,D6,Caméra arrière,57.50 €,69.00 €
Captain,Mobile,LG,Nexus 4,D5,Caméra avant,57.50 €,69.00 €
Captain,Mobile,LG,Nexus 4,D36,Bouton power,40.83 €,49.00 €
Captain,Mobile,LG,Nexus 4,D21,Bouton volume,40.83 €,49.00 €
Captain,Mobile,LG,Nexus 4,D33,Problème de charge,49.17 €,59.00 €
Captain,Mobile,LG,Nexus 4,D13,Micro,49.17 €,59.00 €
Captain,Mobile,LG,Nexus 4,D11,Haut parleur d'écoute,49.17 €,59.00 €
Captain,Mobile,LG,Nexus 4,D12,Haut Parleur Mains Libre,49.17 €,59.00 €
Captain,Mobile,LG,Nexus 4,D35,Antenne réseau,40.83 €,49.00 €
Captain,Mobile,LG,Nexus 4,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,LG,G3,D1,Ecran ,124.17 €,149.00 €
Captain,Mobile,LG,G3,D5,Caméra avant,40.83 €,49.00 €
Captain,Mobile,LG,G3,D6,Caméra arrière,40.83 €,49.00 €
Captain,Mobile,LG,G3,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,LG,G3,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,LG,G3,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,HTC,One M7,D1,Ecran ,99.17 €,119.00 €
Captain,Mobile,HTC,One M7,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,HTC,One M7,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,HTC,One M7,D6,Caméra arrière,49.17 €,59.00 €
Captain,Mobile,HTC,One M7,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,HTC,One M7,D30,Autres,65.83 €,79.00 €
Captain,Mobile,HTC,One M8,D30,Autres,65.83 €,79.00 €
Captain,Mobile,HTC,One M8,D1,Ecran ,99.17 €,119.00 €
Captain,Mobile,HTC,One M8,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,HTC,One M8,D18,Façade arrière,82.50 €,99.00 €
Captain,Mobile,HTC,One M8,D33,Problème de charge,49.17 €,59.00 €
Captain,Mobile,HTC,One M8,D34,Prise jack,82.50 €,99.00 €
Captain,Mobile,HTC,One M8,D5,Caméra avant,57.50 €,69.00 €
Captain,Mobile,HTC,One M8,D6,Caméra arrière,74.17 €,89.00 €
Captain,Mobile,HTC,One M8,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,HTC,One M8,D12,Haut Parleur Mains Libre,40.83 €,49.00 €
Captain,Mobile,HTC,One M8,D35,Antenne réseau,82.50 €,99.00 €
Captain,Mobile,HTC,One M8,D15,Vibreur,40.83 €,49.00 €
Captain,Mobile,HTC,One M8,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,HTC,One Mini,D1,Ecran ,132.50 €,159.00 €
Captain,Mobile,HTC,One Mini,D3,Tombé dans l'eau,65.83 €,79.00 €
Captain,Mobile,HTC,8X,D1,Ecran ,99.17 €,119.00 €
Captain,Mobile,HTC,8X,D9,Batterie,32.50 €,39.00 €
Captain,Mobile,HTC,8X,,Vitre ,49.17 €,59.00 €
Captain,Mobile,HTC,8X,D18,Coque arrière ,49.17 €,59.00 €
Captain,Mobile,HTC,8X,D33,Problème de charge,49.17 €,59.00 €
Captain,Mobile,HTC,8X,D13,Micro,49.17 €,59.00 €
Captain,Mobile,HTC,8X,D34,Prise jack,49.17 €,59.00 €
Captain,Mobile,HTC,8X,D36,Bouton power,40.83 €,49.00 €
Captain,Mobile,HTC,8X,D31,Capteur de proximité,49.17 €,59.00 €
Captain,Mobile,HTC,8X,D6,Caméra arrière,49.17 €,59.00 €
Captain,Mobile,HTC,8X,D5,Caméra avant,49.17 €,59.00 €
Captain,Mobile,HTC,8X,D11,Haut parleur d'écoute,40.83 €,49.00 €
Captain,Mobile,HTC,8X,D7,Lecteur carte SIM,40.83 €,49.00 €
Captain,Mobile,Apple,iPhone 6S Plus,D1,Ecran,165.83 €,199.00 €
Captain,Mobile,Apple,iPhone 6S Plus,D9,Batterie,65.83 €,79.00 €
Captain,Mobile,Apple,iPhone 6S Plus,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Apple,iPhone 6S,D1,Ecran,107.50 €,129.00 €
Captain,Mobile,Apple,iPhone 6S,D9,Batterie,65.83 €,79.00 €
Captain,Mobile,Apple,iPhone 6S,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy S6 Edge +,D1,Ecran,265.83 €,319.00 €
Captain,Mobile,Samsung,Galaxy S6 Edge +,D9,Batterie,57.50 €,69.00 €
Captain,Mobile,Samsung,Galaxy S6 Edge,D1,Ecran,232.50 €,279.00 €
Captain,Mobile,Samsung,Galaxy S6 Edge,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy S6 Edge,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy S6,D1,Ecran,182.50 €,219.00 €
Captain,Mobile,Samsung,Galaxy S6,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy S6,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy A7,D1,Ecran,190.83 €,229.00 €
Captain,Mobile,Samsung,Galaxy A7,D9,Batterie,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy A5,D1,Ecran,165.83 €,199.00 €
Captain,Mobile,Samsung,Galaxy A5,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy A5,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy A3,D1,Ecran,165.83 €,199.00 €
Captain,Mobile,Samsung,Galaxy A3,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy A3,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Apple,iPhone SE,D1,Ecran,65.83 €,79.00 €
Captain,Mobile,Apple,iPhone SE,D9,Batterie,32.50 €,39.00 €
Captain,Mobile,Apple,iPhone SE,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Samsung,Galaxy Note 4,D1,Ecran,241.67 €,290.00 €
Captain,Mobile,Samsung,Galaxy Note 4,D9,Batterie,40.83 €,49.00 €
Captain,Mobile,Samsung,Galaxy Note 4,D3,Tombé dans l'eau,49.17 €,59.00 €
